Recipe Name,Recipe Id,Ingredient Title,subtitle,ingredient,supcs,cuisine
Cajun Bacon-Garlic Shrimp & Grits,5583,For Serving,,"4 slices Sysco Classic thick-cut Applewood smoked bacon, diced",,American
Cajun Bacon-Garlic Shrimp & Grits,5583,For Serving,,"1 Imperial Fresh jalapeño pepper, thinly sliced",,American
Cajun Bacon-Garlic Shrimp & Grits,5583,For Serving,,"2 Imperial Fresh green onions, thinly sliced",,American
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Coconut Caramel Sauce,,1 cup coconut water,3050560,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Coconut Caramel Sauce,,¼ cup Sysco Classic brown sugar,"1854694, 3366488, 3963725",Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Coconut Caramel Sauce,,2 tablespoons fish sauce,1889383,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Coconut Caramel Sauce,,2 tablespoons International Supreme rice vinegar,5220611,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Coconut Caramel Sauce,,1 teaspoon Jade Mountain Classic soy sauce,3252400,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Nuoc Cham Cucumbers,,"2 each Imperial Fresh garlic cloves, minced","1821537, 7127443, 8853954",Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Nuoc Cham Cucumbers,,"2 each small serrano peppers, thinly sliced (very ripe)",4101770,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Nuoc Cham Cucumbers,,"1 each Imperial Fresh English cucumber medium , thinly sliced",7134591,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Nuoc Cham Cucumbers,,2 tablespoons Sysco Natural lime juice,3865730,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Nuoc Cham Cucumbers,,1½ tablespoons Sysco Classic granulated sugar,4782694,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Nuoc Cham Cucumbers,,1 tablespoon fish sauce,7011858,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Nuoc Cham Cucumbers,,½ teaspoon Sysco Classic kosher salt,6040760,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Shallot-Lime Peanut Sticky Rice,,"2 cups Imperial Fresh shallots, thinly sliced","1821529, 2415859, 9582545",Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Shallot-Lime Peanut Sticky Rice,,1/3 cup Sysco Classic vegetable oil,"4119061, 4119079",Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Shallot-Lime Peanut Sticky Rice,,½ teaspoon Sysco Classic kosher salt,6040760,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Shallot-Lime Peanut Sticky Rice,,2 cups Sysco Classic short grain white rice,7308754,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Shallot-Lime Peanut Sticky Rice,,1 cup Sysco Classic whole Spanish peanuts,4899326,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,Shallot-Lime Peanut Sticky Rice,,2 teaspoons Imperial Fresh lime zest,7014514,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,For Serving,,"24 large Portico Simply All-Natural, Chemical-Free Shrimp, peeled and deveined, tail-on,",9907407,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,For Serving,,"8 lemongrass stalks, cut lengthwise into 5-inch pieces",,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,For Serving,,2 tablespoons coconut oil (liquid),,Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,For Serving,,Imperial Fresh cilantro sprigs,"1048248, 2004612, 2004620, 2219095, 8539017",Vietnamese
Vietnamese Coconut-Caramel Shrimp Skewers,5582,For Serving,,Imperial Fresh lime wedges,"1527662, 0875496, 1079425, 1158443, 1185040, 1276351, 2164531, 7134606, 7412570, 8359523, 9041435, 9578964",Vietnamese
Sun-Dried Tomato & Caper Chicken Piccata,5580,Angel Hair Pasta,,1 pound LaBella angel hair pasta,4862967,American
Sun-Dried Tomato & Caper Chicken Piccata,5580,Angel Hair Pasta,,1 tablespoon Arrezzio Imperial olive oil,"4477941, 4477962, 5846714, 7064341, 7141728, 7141804",American
Sun-Dried Tomato & Caper Chicken Piccata,5580,Sun-Dried Tomato & Caper Oil,,1 cup Arrezzio Imperial olive oil,"4477941, 4477962, 5846714, 7064341, 7141728, 7141804",American
Sun-Dried Tomato & Caper Chicken Piccata,5580,Sun-Dried Tomato & Caper Oil,,"8 Imperial Fresh garlic cloves, minced","1821537, 7127443, 8853954",American
Sun-Dried Tomato & Caper Chicken Piccata,5580,Sun-Dried Tomato & Caper Oil,,2 cups Arrezzio Imperial sun-dried tomatoes,5889738,American
Sun-Dried Tomato & Caper Chicken Piccata,5580,Sun-Dried Tomato & Caper Oil,,½ cup International Imperial capers,5535679,American
Sun-Dried Tomato & Caper Chicken Piccata,5580,Sun-Dried Tomato & Caper Oil,,¼ cup dry white wine,,American
Sun-Dried Tomato & Caper Chicken Piccata,5580,Sun-Dried Tomato & Caper Oil,,1 cup Imperial Fresh Italian parsley leaves,"1814013, 2058907, 2058972, 2219111, 4509543, 6831515, 7410723",American
Sun-Dried Tomato & Caper Chicken Piccata,5580,Sun-Dried Tomato & Caper Oil,,½ teaspoon Sysco Classic kosher salt,6040760,American
Sun-Dried Tomato & Caper Chicken Piccata,5580,Chicken Piccata,,½ cup Sysco Classic all-purpose flour,8378111,American
Sun-Dried Tomato & Caper Chicken Piccata,5580,Chicken Piccata,,¼ cup almond meal,3881364,American
Sun-Dried Tomato & Caper Chicken Piccata,5580,Chicken Piccata,,2 tablespoons Arrezzio Imperial grated Parmesan cheese,2389278,American
Sun-Dried Tomato & Caper Chicken Piccata,5580,Chicken Piccata,,1 teaspoon Sysco Classic kosher salt,6040760,American
Sun-Dried Tomato & Caper Chicken Piccata,5580,Chicken Piccata,,4 Sysco Classic Ultra-Thin Chicken Breasts,,American
Sun-Dried Tomato & Caper Chicken Piccata,5580,For Serving,,¼ cup Arrezzio Imperial olive oil,"4477941, 4477962, 5846714, 7064341, 7141728, 7141804",American
Sun-Dried Tomato & Caper Chicken Piccata,5580,For Serving,,½ cup International Imperial capers,5535679,American
Sun-Dried Tomato & Caper Chicken Piccata,5580,For Serving,,2 tablespoons Arrezzio Imperial shredded Parmesan cheese,2389278,American
Southwest Chicken Sandwich,5578,Charred Jalapeño Mayo,,2 Imperial Fresh jalapeño peppers,"1185156, 1350271",American
Southwest Chicken Sandwich,5578,Charred Jalapeño Mayo,,2 Imperial Fresh garlic cloves,"0077172, 1821537",American
Southwest Chicken Sandwich,5578,Charred Jalapeño Mayo,,¾ cup Sysco Imperial mayonnaise,4002408,American
Southwest Chicken Sandwich,5578,Charred Jalapeño Mayo,,2 teaspoons Sysco Natural lime juice,"3865730, 8768871",American
Southwest Chicken Sandwich,5578,Charred Jalapeño Mayo,,½ teaspoon Sysco Classic kosher salt,6040760,American
Southwest Chicken Sandwich,5578,Chipotle BBQ Sauce,,2/3 cup Sysco Imperial BBQ sauce,"4602732, 4606228, 4606261, 4606329, 4606388, 4606293",American
Southwest Chicken Sandwich,5578,Chipotle BBQ Sauce,,2 tablespoons chopped chipotle in adobo sauce,"5757091, 2078388, 1836790, 5540620, 3815610",American
Southwest Chicken Sandwich,5578,Corn & Radicchio Slaw,,2 cups thinly sliced radicchio,"2512853, 1060953, 1471143",American
Southwest Chicken Sandwich,5578,Corn & Radicchio Slaw,,½ cup Sysco Classic sweet corn kernels,3533486,American
Southwest Chicken Sandwich,5578,Corn & Radicchio Slaw,,2 tablespoons Sysco Classic apple cider vinegar,4069373,American
Southwest Chicken Sandwich,5578,Corn & Radicchio Slaw,,2 teaspoons Sysco Classic granulated sugar,"1801141, 2926727, 4782694, 5087572",American
Southwest Chicken Sandwich,5578,Corn & Radicchio Slaw,,¼ teaspoon Sysco Classic kosher salt,6040760,American
Southwest Chicken Sandwich,5578,For Serving,,4 Sysco Classic Ultra-Thin Chicken Breasts,5010040,American
Southwest Chicken Sandwich,5578,For Serving,,"4 Baker’s Source Imperial ciabatta rolls, split","4460756, 5194422",American
Southwest Chicken Sandwich,5578,For Serving,,1 cup mashed Imperial Fresh avocado,"4897290, 1185511, 6297594",American
Southwest Chicken Sandwich,5578,For Serving,,8 slices Imperial Fresh heirloom or beefsteak tomato,"1008630, 1008648, 1008655",American
Quinoa & Shrimp Salad,5585,Spicy Grilled Shrimp,,"24 large peeled and deveined, tail-off , Portico Simply All-Natural, Chemical-Free Shrimp",,American
Quinoa & Shrimp Salad,5585,Spicy Grilled Shrimp,,"2 Imperial Fresh garlic cloves, minced",,American
Quinoa & Shrimp Salad,5585,Spicy Grilled Shrimp,,2 tablespoons Sysco Classic canola oil,,American
Quinoa & Shrimp Salad,5585,Spicy Grilled Shrimp,,1 tablespoon Sysco Natural lemon juice,,American
Quinoa & Shrimp Salad,5585,Spicy Grilled Shrimp,,1 teaspoon Sysco Imperial smoked paprika,,American
Quinoa & Shrimp Salad,5585,Spicy Grilled Shrimp,,½ teaspoon chipotle powder,,American
Quinoa & Shrimp Salad,5585,Spicy Grilled Shrimp,,½ teaspoon Sysco Classic kosher salt,,American
Quinoa & Shrimp Salad,5585,Herb-Lime Vinaigrette,,3 Imperial Fresh garlic cloves,,American
Quinoa & Shrimp Salad,5585,Herb-Lime Vinaigrette,,¼ cup chopped Imperial Fresh cilantro,,American
Quinoa & Shrimp Salad,5585,Herb-Lime Vinaigrette,,¼ cup chopped Imperial Fresh Italian parsley,,American
Quinoa & Shrimp Salad,5585,Herb-Lime Vinaigrette,,¼ cup Sysco Natural lime juice,,American
Quinoa & Shrimp Salad,5585,Herb-Lime Vinaigrette,,1 tablespoon agave nectar,,American
Quinoa & Shrimp Salad,5585,Herb-Lime Vinaigrette,,¼ teaspoon Sysco Classic kosher salt,,American
Quinoa & Shrimp Salad,5585,Herb-Lime Vinaigrette,,¼ teaspoon Sysco Imperial fresh ground black pepper,,American
Quinoa & Shrimp Salad,5585,Herb-Lime Vinaigrette,,½ cup Arrezzio Imperial olive oil,,American
Quinoa & Shrimp Salad,5585,For Serving,,"1 Imperial Fresh avocado, diced",,American
Quinoa & Shrimp Salad,5585,For Serving,,6 cups Imperial Fresh spring mix,,American
Quinoa & Shrimp Salad,5585,For Serving,,1 cup cooked black or tri-color quinoa,,American
Quinoa & Shrimp Salad,5585,For Serving,,1 cup halved Imperial Fresh cherry tomatoes,,American
Quinoa & Shrimp Salad,5585,For Serving,,1 cup Imperial Fresh Italian parsley leaves,,American
Quinoa & Shrimp Salad,5585,For Serving,,½ cup chopped Sysco Classic roasted and lightly salted pistachios,,American
Quinoa & Shrimp Salad,5585,For Serving,,½ cup crumbled Sysco Imperial feta cheese,,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,Shrimp & Salmon Fettuccine,,1 pound Arrezzio Classic fettuccine,,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,Shrimp & Salmon Fettuccine,,4 tablespoons Arrezzio Imperial olive oil,,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,Shrimp & Salmon Fettuccine,,"1 pound large peeled and deveined, tail-off, Portico Simply All-Natural, Chemical-Free Shrimp",,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,Shrimp & Salmon Fettuccine,,"½ pound Sysco Portico Atlantic salmon, skin-off, cut in 1-inch pieces",,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,Shrimp & Salmon Fettuccine,,½ teaspoon Sysco Classic kosher salt,,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,Shrimp & Salmon Fettuccine,,½ teaspoon Sysco Imperial fresh ground black pepper,,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,Lemon-Garlic Cream,,¼ cup Wholesome Farms Imperial salted butter,,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,Lemon-Garlic Cream,,"4 Imperial Fresh garlic cloves, minced",,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,Lemon-Garlic Cream,,"8 ounces Wholesome Farms Imperial cream cheese, cut into pieces",,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,Lemon-Garlic Cream,,1¼ cups Wholesome Farms Classic whole milk,,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,Lemon-Garlic Cream,,2 teaspoons Imperial Fresh lemon zest,,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,Lemon-Garlic Cream,,½ teaspoon Sysco Imperial fresh ground black pepper,,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,Lemon-Garlic Cream,,1 cup Arezzio Imperial grated Parmesan cheese,,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,For Serving,,4 cups Imperial Fresh lacinato kale,,American
Seafood Fettuccine with Kale & Lemon-Garlic Cream,5587,For Serving,,1 teaspoon Sysco Imperial fresh ground black pepper,,American
Karaage Chicken Bao Buns,5591,Ginger-Sweet Chile Mayonnaise,,½ cup Sysco Imperial mayonnaise,"4002416, 4002390, 4116364","Fusion, Japanese"
Karaage Chicken Bao Buns,5591,Ginger-Sweet Chile Mayonnaise,,¼ cup sweet chile sauce,"3370786, 426250","Fusion, Japanese"
Karaage Chicken Bao Buns,5591,Ginger-Sweet Chile Mayonnaise,,1 tablespoon grated Imperial Fresh ginger,"1185545, 2257921, 3880168","Fusion, Japanese"
Karaage Chicken Bao Buns,5591,Ginger-Sweet Chile Mayonnaise,,1 teaspoon International Supreme rice vinegar,"0697615, 8933060, 0730648","Fusion, Japanese"
Karaage Chicken Bao Buns,5591,For Serving,,8 frozen bao buns,2278085,"Fusion, Japanese"
Karaage Chicken Bao Buns,5591,For Serving,,2 cups Sysco Classic Asian-Style Chicken Bites,7084543,"Fusion, Japanese"
Karaage Chicken Bao Buns,5591,For Serving,,½ cup thinly sliced Imperial Fresh cucumber,"1000314, 7410640","Fusion, Japanese"
Karaage Chicken Bao Buns,5591,For Serving,,¼ cup chopped napa cabbage,2308153,"Fusion, Japanese"
Karaage Chicken Bao Buns,5591,For Serving,,¼ cup Imperial Fresh matchstick carrots,"1184977, 2226983, 2227007, 6518013, 1000546, 1675743, 1706092, 2227015, 6431118, 1706415","Fusion, Japanese"
Karaage Chicken Bao Buns,5591,For Serving,,¼ cup thinly sliced Imperial Fresh red onion,"1039494, 1094663, 1623610, 3341104, 5098905, 8313967, 8399925, 8877748, 1705995","Fusion, Japanese"
Karaage Chicken Bao Buns,5591,For Serving,,8 sprigs Imperial Fresh cilantro,"1048248, 2004612, 2004620, 2219095, 8539017","Fusion, Japanese"
Karaage Tacos,5592,Wasabi-Ginger Mayo,,½ cup Sysco Imperial mayonnaise,,American
Karaage Tacos,5592,Wasabi-Ginger Mayo,,2 tablespoons Sysco Natural lime juice,,American
Karaage Tacos,5592,Wasabi-Ginger Mayo,,1 tablespoon grated Imperial Fresh ginger,,American
Karaage Tacos,5592,Wasabi-Ginger Mayo,,1 tablespoon wasabi paste,,American
Karaage Tacos,5592,Yellow Pickled Daikon,,10 Sysco Imperial whole black peppercorns,,American
Karaage Tacos,5592,Yellow Pickled Daikon,,2 Sysco Imperial bay leaves,,American
Karaage Tacos,5592,Yellow Pickled Daikon,,2 Imperial Fresh garlic cloves,,American
Karaage Tacos,5592,Yellow Pickled Daikon,,1 cup International Supreme rice vinegar,,American
Karaage Tacos,5592,Yellow Pickled Daikon,,3 cup Sysco Classic granulated sugar,,American
Karaage Tacos,5592,Yellow Pickled Daikon,,1 tablespoon Sysco Classic kosher salt,,American
Karaage Tacos,5592,Yellow Pickled Daikon,,1 teaspoon Sysco Imperial turmeric,,American
Karaage Tacos,5592,Yellow Pickled Daikon,,2 cups julienned daikon radish,,American
Karaage Tacos,5592,For Serving,,4 cups Sysco Classic Asian-Style Chicken Bites,,American
Karaage Tacos,5592,For Serving,,8 Casa Solana Classic taco-size flour tortillas,,American
Karaage Tacos,5592,For Serving,,"1 Imperial Fresh avocado, peeled, pitted and sliced",,American
Karaage Tacos,5592,For Serving,,1 cup julienned Imperial Fresh cucumber,,American
Karaage Tacos,5592,For Serving,,1 tablespoon togarashi seasoning  Bull’s blood microgreens (optional),,American
Karaage Chicken Bento Box,5594,Teriyaki Sauce,,½ cup Jade Mountain Classic soy sauce,,Other
Karaage Chicken Bento Box,5594,Teriyaki Sauce,,2 tablespoons Baker’s Source Classic dark brown sugar,,Other
Karaage Chicken Bento Box,5594,Teriyaki Sauce,,2 tablespoons Sysco Classic honey,,Other
Karaage Chicken Bento Box,5594,Teriyaki Sauce,,1 teaspoon grated Imperial Fresh ginger,,Other
Karaage Chicken Bento Box,5594,Teriyaki Sauce,,½ teaspoon Sysco Imperial garlic powder,,Other
Karaage Chicken Bento Box,5594,Teriyaki Sauce,,2 tablespoons Sysco Classic cornstarch,,Other
Karaage Chicken Bento Box,5594,For Serving,,2 cups Imperial Fresh matchstick carrots,,Other
Karaage Chicken Bento Box,5594,For Serving,,2 tablespoons International Supreme rice vinegar,,Other
Karaage Chicken Bento Box,5594,For Serving,,2 teaspoons Sysco Classic granulated sugar,,Other
Karaage Chicken Bento Box,5594,For Serving,,2 tablespoons Sysco Imperial sesame seeds,,Other
Karaage Chicken Bento Box,5594,For Serving,,16 Jade Mountain Classic pork or vegetable potstickers,,Other
Karaage Chicken Bento Box,5594,For Serving,,4 cups Sysco Classic Asian-Style Chicken Bites,,Other
Karaage Chicken Bento Box,5594,For Serving,,2 tablespoons Sysco Supreme sesame oil,,Other
Karaage Chicken Bento Box,5594,For Serving,,2 Imperial Fresh garlic cloves,,Other
Karaage Chicken Bento Box,5594,For Serving,,4 cups halved baby bok choy,,Other
Karaage Chicken Bento Box,5594,For Serving,,2 teaspoons Jade Mountain Classic soy sauce,,Other
Karaage Chicken Bento Box,5594,For Serving,,4 cups cooked Jade Mountain Imperial jasmine rice,,Other
Karaage Chicken Bento Box,5594,For Serving,,Imperial Fresh scallions for garnish,,Other
Korean Bibimbap,5596,Cold Sesame Kale,,2 tablespoons Sysco Supreme sesame oil,,Korean
Korean Bibimbap,5596,Cold Sesame Kale,,8 cups chopped Imperial Fresh lacinato kale,,Korean
Korean Bibimbap,5596,Cold Sesame Kale,,1 tablespoon Sysco Imperial sesame seeds,,Korean
Korean Bibimbap,5596,Cold Sesame Kale,,½ teaspoon Sysco Classic salt,,Korean
Korean Bibimbap,5596,Enoki Mushroom Slaw,,"2 Imperial Fresh scallions, thinly sliced",,Korean
Korean Bibimbap,5596,Enoki Mushroom Slaw,,2 cups enoki mushrooms,,Korean
Korean Bibimbap,5596,Enoki Mushroom Slaw,,1 cup Imperial Fresh matchstick carrots,,Korean
Korean Bibimbap,5596,Enoki Mushroom Slaw,,1 cup mung bean sprouts,,Korean
Korean Bibimbap,5596,Enoki Mushroom Slaw,,1 tablespoon International Supreme seasoned rice vinegar,,Korean
Korean Bibimbap,5596,Enoki Mushroom Slaw,,1 tablespoon Sysco Supreme sesame oil,,Korean
Korean Bibimbap,5596,Enoki Mushroom Slaw,,¼ teaspoon Korean red pepper powder,,Korean
Korean Bibimbap,5596,Enoki Mushroom Slaw,,¼ teaspoon Sysco Classic kosher salt,,Korean
Korean Bibimbap,5596,Enoki Mushroom Slaw,,1/8 teaspoon Sysco Imperial turmeric,,Korean
Korean Bibimbap,5596,For Serving,,4 cups Sysco Classic Asian-Style Chicken Bites,,Korean
Korean Bibimbap,5596,For Serving,,2 tablespoons Sysco Classic vegetable oil,,Korean
Korean Bibimbap,5596,For Serving,,4 Wholesome Farms Imperial eggs,,Korean
Korean Bibimbap,5596,For Serving,,6 cups cooked Sysco Classic short grain rice,,Korean
Korean Bibimbap,5596,For Serving,,1 cup Imperial Fresh julienned red bell pepper,,Korean
Korean Bibimbap,5596,For Serving,,1 cup pickled daikon radish,,Korean
Korean Bibimbap,5596,For Serving,,½ cup gochujang sauce,,Korean
Korean Bibimbap,5596,For Serving,,Black sesame seeds for garnish,,Korean
Tonkatsu-Style Chicken Katsu,5600,Tonkatsu Sauce,,"1 Imperial Fresh garlic clove, minced","1821537, 7127443, 8853954",Japanese
Tonkatsu-Style Chicken Katsu,5600,Tonkatsu Sauce,,½ cup House Recipe Imperial ketchup,"6396949, 8747859, 5686266, 6638738, 4029500",Japanese
Tonkatsu-Style Chicken Katsu,5600,Tonkatsu Sauce,,2 tablespoons Sysco Classic brown sugar,5593702,Japanese
Tonkatsu-Style Chicken Katsu,5600,Tonkatsu Sauce,,2 tablespoons mirin,,Japanese
Tonkatsu-Style Chicken Katsu,5600,Tonkatsu Sauce,,2 tablespoons Jade Mountain Classic soy sauce,"9153982, 3252400",Japanese
Tonkatsu-Style Chicken Katsu,5600,Tonkatsu Sauce,,1 teaspoon fish sauce,"5807458, 3281999",Japanese
Tonkatsu-Style Chicken Katsu,5600,Tonkatsu Sauce,,1 teaspoon grated Imperial Fresh ginger,"1185545, 7049235",Japanese
Tonkatsu-Style Chicken Katsu,5600,"Daikon, Carrot & Red Cabbage Slaw",,4 cups shredded Imperial Fresh red cabbage,"1675719, 6517270",Japanese
Tonkatsu-Style Chicken Katsu,5600,"Daikon, Carrot & Red Cabbage Slaw",,2 cups shredded Imperial Fresh carrots,"1184977, 2226983, 2227007, 6518013, 1000546, 1675743, 1706092, 2227015, 6431118, 1706415",Japanese
Tonkatsu-Style Chicken Katsu,5600,"Daikon, Carrot & Red Cabbage Slaw",,2 cups shredded daikon radish,"8397747, 9830407, 6894232, 7441157",Japanese
Tonkatsu-Style Chicken Katsu,5600,"Daikon, Carrot & Red Cabbage Slaw",,¼ cup Sysco Imperial mayonnaise,"4002416, 4002390, 4116364",Japanese
Tonkatsu-Style Chicken Katsu,5600,"Daikon, Carrot & Red Cabbage Slaw",,¼ cup International Supreme seasoned rice vinegar,"0697615, 8933060, 0730648",Japanese
Tonkatsu-Style Chicken Katsu,5600,"Daikon, Carrot & Red Cabbage Slaw",,2 tablespoons Sysco Supreme sesame oil,4546818,Japanese
Tonkatsu-Style Chicken Katsu,5600,"Daikon, Carrot & Red Cabbage Slaw",,2 tablespoons sriracha,"4190165, 8775435, 4173262, 7073041, 5535661, 2451417, 7011275, 7997208, 5129147",Japanese
Tonkatsu-Style Chicken Katsu,5600,For Serving,,4 Sysco Classic Chicken Katsu,7084885,Japanese
Tonkatsu-Style Chicken Katsu,5600,For Serving,,2 tablespoons thinly sliced Imperial Fresh scallions,"7350788, 8678120",Japanese
Tonkatsu-Style Chicken Katsu,5600,For Serving,,1 tablespoon Sysco Imperial sesame seeds and/or furikake seasoning,"2473144, 2473132, 3620192",Japanese
Argentinean Milanesa Napolitana,5598,Blistered Tomatoes,,5 cups Fresh tri-color cherry tomatoes and/or chopped heirloom tomatoes,"4358723, 3223847, 1601303, 925731, 0612164",Argentinian
Argentinean Milanesa Napolitana,5598,Blistered Tomatoes,,2 tablespoons Arrezzio Imperial olive oil,"4477941, 4477962, 5846714, 7064341, 7141728, 7141804",Argentinian
Argentinean Milanesa Napolitana,5598,Blistered Tomatoes,,½ teaspoon Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759",Argentinian
Argentinean Milanesa Napolitana,5598,Blistered Tomatoes,,¼ teaspoon Sysco Imperial fresh ground black pepper,"5229273, 5229281, 5229356, 5229331",Argentinian
Argentinean Milanesa Napolitana,5598,For Serving,,4 Sysco Classic Chicken Katsu,7084885,Argentinian
Argentinean Milanesa Napolitana,5598,For Serving,,4 slices Arrezzio Imperial fresh mozzarella cheese,"0521302, 1552132, 1552272, 2389252, 4099418",Argentinian
Argentinean Milanesa Napolitana,5598,For Serving,,2 tablespoons Arrezzio Imperial grated Parmesan cheese,"2039964, 4061558, 4066845, 1060771, 2389278",Argentinian
Argentinean Milanesa Napolitana,5598,For Serving,,½ teaspoon Sysco Imperial red pepper flakes,1630961,Argentinian
Argentinean Milanesa Napolitana,5598,For Serving,,Sysco Imperial Fresh basil for garnish,2004513,Argentinian
Torta de Milanesa (Katsu Chicken Sandwich),5602,Pico de Gallo,,"2 Imperial Fresh garlic cloves, minced","1821537, 7127443, 8853954","Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Pico de Gallo,,"1 Imperial Fresh jalapeño pepper, minced","1185156, 1350276, 6832216, 6908206, 6908206, 9767179","Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Pico de Gallo,,2 cups finely chopped Imperial Fresh tomatoes,6894125,"Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Pico de Gallo,,1 cup finely chopped Imperial Fresh yellow onion,"1000405, 1094721, 8313918, 5430202, 1074747, 7750243","Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Pico de Gallo,,2 tablespoons chopped Imperial Fresh cilantro,"1048248, 2004612, 2004620, 2219095, 8539017","Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Pico de Gallo,,2 tablespoons Sysco Natural lime juice,"3865730, 8768871","Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Pico de Gallo,,½ teaspoon Sysco Classic kosher salt,"6040760, 3840752, 3888670, 4137398, 5218880, 6904759","Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Black Bean-Chipotle Spread,,¾ cup Casa Solana Classic refried beans,"5201793, 5882303, 5882311, 7404619","Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Black Bean-Chipotle Spread,,1 tablespoon adobo sauce,,"Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Black Bean-Chipotle Spread,,1 tablespoon Sysco Natural lime juice,"3865730, 8768871","Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Black Bean-Chipotle Spread,,1 teaspoon Sysco Imperial ground cumin,5228713,"Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Habanero Mayo,,¾ cup Sysco Imperial mayonnaise,"4002416, 4002390, 4116364","Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Habanero Mayo,,¼ cup Wholesome Farms Imperial Greek yogurt or sour cream,4360901,"Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Habanero Mayo,,1 tablespoon Sysco Natural lime juice,"3865730, 8768871","Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,Habanero Mayo,,2 teaspoons habanero hot sauce,9547811,"Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,For Serving,,"4 Block and Barrel Classic bolillo rolls or telera rolls, split and toasted or grilled","8585630, 8508396, 1218049, 1357474, 2288280, 8508349, 2473211","Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,For Serving,,4 Sysco Classic Chicken Katsu,7084885,"Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,For Serving,,8 slices Block and Barrel Imperial Monterey Jack cheese,"2370203, 2599801, 2818777, 2819223, 2824954, 7133171, 2403665, 3554579, 7878184","Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,For Serving,,"1 Imperial Fresh avocado, peeled, pitted and sliced","1185511, 6686679, 7410590","Fusion, Mexican"
Torta de Milanesa (Katsu Chicken Sandwich),5602,For Serving,,"1 Imperial Fresh jalapeño pepper, thinly sliced (optional)","1185156, 1350276, 6832216, 6908206, 6908206, 9767179","Fusion, Mexican"
